area,direction,district,house,price,traffic,type
134㎡,朝南,虹口,浦江名邸 2室2厅 南,12000,621,2室2厅2卫
39㎡,朝南,虹口,绿苑小区(虹口) 1室1厅 南,4000,0,1室1厅1卫
174㎡,朝南,虹口,整租·河滨大楼 3室2厅 南,21000,166,3室2厅2卫
40㎡,朝南,虹口,运光小区 1室1厅 南,4200,0,1室1厅1卫
122㎡,朝西北,虹口,河滨大楼 2室1厅 西北,25000,166,2室1厅1卫
40㎡,朝南,虹口,赤峰小区 1室1厅 南,4100,729,1室1厅1卫
42㎡,朝南,虹口,整租·密云路471弄 1室1厅 南,4200,926,1室1厅1卫
99㎡,朝南,虹口,瑞虹新城二期(优贤生活) 2室2厅 南,11500,71,2室2厅1卫
107㎡,朝南,虹口,良辰美景公寓 3室2厅 南,8500,0,3室2厅1卫
62㎡,朝东,虹口,佳伟小区 1室1厅 东/西,4000,0,1室1厅1卫
121㎡,朝南,虹口,新海城 3室2厅 南/北,8000,489,3室2厅2卫
65㎡,朝南,虹口,欧阳花苑 1室1厅 南,6200,388,1室1厅1卫
80㎡,朝西南,虹口,远虹大厦 2室1厅 西南,7500,476,2室1厅1卫
131㎡,朝南,虹口,名江七星城 2室2厅 南,12800,355,2室2厅2卫
116㎡,朝南,虹口,四联大厦 2室2厅 南,8300,191,2室2厅1卫
100㎡,朝南,虹口,建邦16区 2室2厅 南,13000,317,2室2厅1卫
168㎡,朝南,虹口,整租·新外滩花苑 3室2厅 南,23000,516,3室2厅2卫
121㎡,朝南,虹口,整租·花园城 3室2厅 南,12500,462,3室2厅2卫
73㎡,朝南,虹口,学府花苑 2室2厅 南,5500,0,2室2厅1卫
38㎡,朝南,虹口,上农新村 1室1厅 南/北,5200,120,1室1厅1卫
113㎡,朝南,虹口,整租·春满园 3室2厅 南/北,9000,0,3室2厅2卫
101㎡,朝东南,虹口,整租·恒城花苑 2室2厅 东南,9500,451,2室2厅1卫
88㎡,朝南,虹口,瑞虹新城铭庭 2室2厅 南,12500,365,2室2厅1卫
99㎡,朝南,虹口,建邦16区 2室2厅 南,12500,317,2室2厅1卫
96㎡,朝南,虹口,爱家豪庭 2室2厅 南/北,11500,435,2室2厅1卫
96㎡,朝西南,虹口,庐迅大厦 2室1厅 西南,8000,667,2室1厅2卫
72㎡,朝东南,虹口,瑞虹新城二期(优贤生活) 2室1厅 东南,10000,71,2室1厅1卫
92㎡,朝南,虹口,整租·大上海紫金城 2室2厅 南,8500,1157,2室2厅1卫
100㎡,朝南,虹口,香港丽园 2室2厅 南,11000,401,2室2厅1卫
104㎡,朝南,虹口,乾鸿苑 2室2厅 南,10500,676,2室2厅1卫
90㎡,朝南,虹口,文宇公寓 2室1厅 南,7300,198,2室1厅1卫
37㎡,朝南,虹口,双东小区 1室0厅 南,5200,611,1室0厅1卫
112㎡,朝南,虹口,金轩大邸 2室2厅 南,9500,376,2室2厅2卫
43㎡,朝南,虹口,凉城二村 1室1厅 南,4500,876,1室1厅1卫
34㎡,朝南,虹口,广中三村 1室0厅 南,4000,715,1室0厅1卫
117㎡,朝东南,虹口,瑞虹新城二期(优贤生活) 3室2厅 东南/南/西南,14000,71,3室2厅2卫
159㎡,朝南,虹口,绿洲紫荆花园 3室2厅 南,15000,751,3室2厅2卫
128㎡,朝南,虹口,整租·白金湾府邸 2室2厅 南,20000,485,2室2厅2卫
146㎡,朝南,虹口,瑞虹新城(三期) 3室2厅 南,17000,674,3室2厅2卫
38㎡,朝南,虹口,星苑小区 1室1厅 南,4000,0,1室1厅1卫
125㎡,朝南,虹口,瑞虹新城(一期) 3室2厅 南,13000,530,3室2厅2卫
95㎡,朝南,虹口,春满园 3室1厅 南,7000,0,3室1厅1卫
116㎡,朝南,虹口,凯虹家园 2室2厅 南,11000,408,2室2厅1卫
228㎡,朝南,虹口,曲阳豪庭 4室4厅 复式 南,18000,945,4室4厅3卫
227㎡,朝南,浦东,仁恒河滨城(二期) 4室2厅 南,35000,0,4室2厅3卫
66㎡,朝南,虹口,溧阳华府(公寓) 1室1厅 南,8800,584,1室1厅1卫
86㎡,朝南,虹口,广凉苑 2室2厅 南,6800,0,2室2厅1卫
96㎡,朝南,虹口,虬江支路181号 2室2厅 南,15000,258,2室2厅1卫
156㎡,朝南,虹口,瑞虹新城(一期) 4室2厅 南,19800,530,4室2厅2卫
130㎡,朝西,虹口,甜爱大楼 3室2厅 西/北,12500,666,3室2厅2卫
146㎡,朝南,虹口,瑞虹新城(一期) 3室2厅 南,14000,530,3室2厅2卫
90㎡,朝南,虹口,整租·瑞虹新城铭庭 2室2厅 南,14000,365,2室2厅1卫
95㎡,朝南,虹口,整租·凉城一村 3室1厅 南,7900,633,3室1厅1卫
90㎡,朝南,虹口,瑞虹新城璟庭 2室2厅 南,15500,492,2室2厅1卫
166㎡,朝南,虹口,浦江名邸 3室2厅 南,15500,621,3室2厅2卫
161㎡,朝南,虹口,整租·溧阳华府(公寓) 3室2厅 南/北,22000,584,3室2厅2卫
156㎡,朝南,虹口,虹叶花苑 3室2厅 南/北,15000,397,3室2厅2卫
141㎡,朝南,虹口,瑞虹新城璟庭 3室2厅 南,20000,492,3室2厅2卫
86㎡,朝南,虹口,广裕小区 3室1厅 南,6780,0,3室1厅1卫
92㎡,朝西南,虹口,远虹大厦 3室1厅 西南,9500,476,3室1厅1卫
144㎡,朝南,虹口,东泰大厦 3室2厅 南,13800,856,3室2厅2卫
94㎡,朝南,虹口,整租·中信虹港名庭 2室2厅 南,13000,361,2室2厅1卫
163㎡,朝南,虹口,银欣花苑(虹口) 3室2厅 南,13500,696,3室2厅2卫
93㎡,朝南,虹口,建邦16区 2室2厅 南,12800,317,2室2厅1卫
100㎡,朝南,虹口,整租·同心城 2室2厅 南,10000,601,2室2厅1卫
72㎡,朝南,虹口,整租·意和家园 2室1厅 南,6800,1136,2室1厅1卫
58㎡,朝南,虹口,虹诚大厦 1室0厅 南,5500,634,1室0厅1卫
148㎡,朝南,虹口,瑞虹新城二期(优贤生活) 4室2厅 南,19000,71,4室2厅3卫
158㎡,朝南,虹口,嘉杰国际广场(公寓) 3室2厅 南,18000,95,3室2厅2卫
227㎡,朝南,虹口,名江七星城 7室3厅 南,35000,355,7室3厅3卫
139㎡,朝南,虹口,飘鹰东方花园 3室1厅 南/北,12000,78,3室1厅2卫
100㎡,朝南,虹口,嘉宏紫薇园 2室2厅 南,9000,422,2室2厅1卫
95㎡,朝南,虹口,整租·瑞虹新城璟庭 2室2厅 南,14500,492,2室2厅1卫
89㎡,朝南,虹口,整租·宝华城市花园 2室2厅 南,8500,0,2室2厅1卫
98㎡,朝南,虹口,瑞虹新城悦庭 2室2厅 南,20000,550,2室2厅1卫
104㎡,朝南,虹口,瑞虹新城怡庭 2室2厅 南,18000,341,2室2厅1卫
305㎡,朝南,虹口,整租·白金湾府邸 3室2厅 南,60000,485,3室2厅3卫
46㎡,朝南,虹口,水电路1320弄 1室1厅 南,5000,840,1室1厅1卫
90㎡,朝南,虹口,瑞虹新城铭庭 2室2厅 南,13000,365,2室2厅1卫
89㎡,朝南,虹口,瑞虹新城铭庭 2室2厅 南,13000,365,2室2厅1卫
108㎡,朝南,虹口,整租·掬水轩 3室2厅 南/西北,9000,1016,3室2厅1卫
36㎡,朝南,虹口,水电小区 1室1厅 南,4200,578,1室1厅1卫
91㎡,朝南,虹口,世博花园 2室2厅 南/北,11000,256,2室2厅1卫
180㎡,朝南,虹口,名江七星城 4室2厅 南,15500,355,4室2厅2卫
128㎡,朝南,虹口,白金湾府邸 2室2厅 南,22000,485,2室2厅2卫
34㎡,朝南,虹口,整租·广中路556号 1室0厅 南,4500,0,1室0厅1卫
120㎡,朝南,虹口,瑞虹新城璟庭 2室2厅 南/北,16000,492,2室2厅3卫
38㎡,朝东,虹口,密云路471弄 1室1厅 东/南,4300,926,1室1厅1卫
144㎡,朝南,虹口,溧阳华府(公寓) 3室2厅 南,14000,584,3室2厅2卫
90㎡,朝东,虹口,欧阳花苑 2室1厅 东,8000,388,2室1厅1卫
43㎡,朝南,虹口,运光路59号 1室1厅 南,4600,0,1室1厅1卫
101㎡,朝南,虹口,虹韵家园 2室2厅 南,7600,0,2室2厅1卫
36㎡,朝西,虹口,整租·西宝兴路949弄 1室1厅 西,4200,741,1室1厅1卫
148㎡,朝南,虹口,宝华城市花园 3室2厅 南,14000,0,3室2厅2卫
99㎡,朝南,虹口,瑞虹新城怡庭 2室2厅 南,16800,341,2室2厅1卫
132㎡,朝南,虹口,欣逸家园 3室2厅 南,9800,857,3室2厅2卫
105㎡,朝南,虹口,瑞虹新城悦庭 2室2厅 南,17000,550,2室2厅1卫
109㎡,朝南,虹口,瑞虹新城二期(优贤生活) 2室2厅 南,12000,71,2室2厅2卫
99㎡,朝南,虹口,瑞虹新城二期(优贤生活) 2室2厅 南,12000,71,2室2厅1卫
119㎡,朝南,虹口,金轩大邸 3室2厅 南,11500,376,3室2厅1卫
120㎡,朝南,虹口,和平商厦 3室1厅 南,10000,450,3室1厅1卫
60㎡,朝南,虹口,宝元小区 2室1厅 南,6300,99,2室1厅1卫
98㎡,朝南,虹口,整租·凉二小区 3室1厅 南,7500,0,3室1厅1卫
109㎡,朝南,虹口,瑞虹新城二期(优贤生活) 2室2厅 南,11800,71,2室2厅2卫
81㎡,朝南,虹口,中虹公寓 2室1厅 南,6500,0,2室1厅1卫
95㎡,朝南,虹口,整租·春满园 3室1厅 南,8500,0,3室1厅1卫
93㎡,朝南,虹口,建邦16区 2室2厅 南,13000,317,2室2厅1卫
59㎡,朝南,虹口,整租·商业一村 2室1厅 南,9000,682,2室1厅1卫
95㎡,朝南,虹口,整租·花园城 2室2厅 南/北,9800,462,2室2厅1卫
77㎡,朝南,虹口,红馥里 2室1厅 南,4500,0,2室1厅1卫
138㎡,朝西,虹口,兴华小区 2室2厅 西,10000,403,2室2厅1卫
140㎡,朝南,虹口,耀江国际广场(公寓) 3室2厅 南,16000,795,3室2厅2卫
177㎡,朝南,虹口,瑞虹新城(一期) 4室2厅 南,23000,530,4室2厅3卫
103㎡,朝南,虹口,绿缘小区 2室1厅 南,7500,0,2室1厅1卫
162㎡,朝西南,虹口,天宝绿洲 3室2厅 西南,17000,298,3室2厅2卫
128㎡,朝南,虹口,白金湾府邸 2室2厅 南/北,24000,485,2室2厅1卫
99㎡,朝南,虹口,豪景苑 2室1厅 南,16000,790,2室1厅1卫
115㎡,朝南,虹口,飘鹰东方花园 2室2厅 南,11000,78,2室2厅1卫
361㎡,朝南,虹口,整租·白金湾府邸 4室2厅 南,55000,485,4室2厅2卫
34㎡,朝南,虹口,优抚园 2室1厅 南/北,6800,489,2室1厅1卫
90㎡,朝南,虹口,瑞虹新城铭庭 2室2厅 南,13500,365,2室2厅1卫
117㎡,朝南,虹口,瑞虹新城二期(优贤生活) 3室2厅 南,13000,71,3室2厅2卫
80㎡,朝南,虹口,水电小区 2室2厅 南,6600,578,2室2厅1卫
109㎡,朝南,虹口,欧洲花园 2室2厅 南,11000,390,2室2厅1卫
160㎡,朝南,虹口,四达里 4室2厅 南,20000,853,4室2厅3卫
148㎡,朝南,虹口,整租·瑞虹新城二期(优贤生活) 3室2厅 南,18500,71,3室2厅3卫
170㎡,朝南,虹口,白金府邸 3室2厅 南/北,21000,363,3室2厅2卫
131㎡,朝东南,虹口,虹祺花苑(公寓) 2室2厅 东南/西北,10500,464,2室2厅2卫
99㎡,朝南,虹口,整租·城城金岛苑 2室1厅 南,7500,1191,2室1厅1卫
101㎡,朝南,虹口,建邦16区 2室2厅 南,14500,317,2室2厅1卫
208㎡,朝南,虹口,整租·白金府邸 3室2厅 南,23000,363,3室2厅3卫
102㎡,朝南,虹口,中虹翡翠园 2室2厅 南,8300,0,2室2厅1卫
99㎡,朝南,虹口,整租·豪景苑 2室2厅 南,20000,790,2室2厅1卫
151㎡,朝南,虹口,瑞虹新城悦庭 3室2厅 南,23000,550,3室2厅2卫
120㎡,朝南,虹口,整租·豪景苑 2室1厅 南/北,20000,790,2室1厅2卫
223㎡,朝南,虹口,中信虹港名庭 6室4厅 南/北,30000,361,6室4厅5卫
224㎡,朝南,虹口,瑞虹新城悦庭 4室2厅 南,36500,550,4室2厅3卫
168㎡,朝南,虹口,爱家豪庭 4室2厅 南,18000,435,4室2厅2卫
191㎡,朝南,虹口,豪景苑 4室2厅 南,23000,790,4室2厅2卫
104㎡,朝南,虹口,紫虹嘉苑 2室2厅 南,12000,118,2室2厅1卫
103㎡,朝南,虹口,中虹翡翠园 2室2厅 南,8500,0,2室2厅1卫
155㎡,朝南,虹口,耀江国际广场(公寓) 3室2厅 南,15500,795,3室2厅1卫
156㎡,朝向暂无,虹口,豪景苑 3室2厅,22000,790,3室2厅2卫
237㎡,朝南,虹口,整租·名江七星城 6室3厅 南,30000,355,6室3厅3卫
143㎡,朝南,虹口,瑞虹新城璟庭 3室2厅 南,22000,492,3室2厅2卫
135㎡,朝南,虹口,虹口现代公寓 3室2厅 南,14500,545,3室2厅2卫
131㎡,朝南,虹口,名江七星城 3室1厅 南,17000,355,3室1厅2卫
104㎡,朝南,虹口,中虹翡翠园 2室2厅 南/北,8500,0,2室2厅1卫
177㎡,朝南,虹口,同鸣小区 4室4厅 南,15000,399,4室4厅2卫
92㎡,朝南,虹口,整租·宝华城市花园 2室2厅 南,8500,0,2室2厅1卫
148㎡,朝南,虹口,整租·瑞虹新城(三期) 3室2厅 南,17000,674,3室2厅1卫
151㎡,朝南,虹口,整租·瑞虹新城悦庭 3室2厅 南,28000,550,3室2厅2卫
99㎡,朝南,虹口,整租·虹口玫瑰苑 2室2厅 南,10000,0,2室2厅1卫
130㎡,朝南,虹口,瑞虹新城二期(优贤生活) 3室2厅 南,14000,71,3室2厅2卫
145㎡,朝南,虹口,虹祺花苑(公寓) 3室2厅 南,13000,464,3室2厅1卫
39㎡,朝南,虹口,绿苑小区(虹口) 1室1厅 南,4500,0,1室1厅1卫
130㎡,朝东,虹口,庐迅大厦 2室2厅 东,11000,667,2室2厅1卫
42㎡,朝南,虹口,广中扩大小区 1室1厅 南,4000,982,1室1厅1卫
114㎡,朝南,虹口,兴华小区 2室2厅 南,10000,403,2室2厅1卫
90㎡,朝南,虹口,建邦16区 2室2厅 南,12500,317,2室2厅1卫
172㎡,朝南,虹口,整租·瑞虹新城悦庭 3室2厅 南,28000,550,3室2厅2卫
197㎡,朝南,虹口,瑞虹新城璟庭 4室2厅 南,36000,492,4室2厅3卫
191㎡,朝南,虹口,豪景苑 4室2厅 南,25000,790,4室2厅2卫
155㎡,朝南,虹口,豪景苑 3室2厅 南,26800,790,3室2厅2卫
191㎡,朝南,虹口,豪景苑 4室2厅 南,24000,790,4室2厅2卫
191㎡,朝南,虹口,豪景苑 4室2厅 南/北,25000,790,4室2厅2卫
133㎡,朝南,虹口,海高苑 3室2厅 南,13000,502,3室2厅1卫
171㎡,朝南,虹口,虹临大厦 3室2厅 南,13500,629,3室2厅2卫
55㎡,朝南,虹口,星苑小区 2室0厅 南,5000,0,2室0厅1卫
63㎡,朝南,虹口,整租·意和家园 2室1厅 南,6200,1136,2室1厅1卫
208㎡,朝南,虹口,整租·白金府邸 3室2厅 南,22000,363,3室2厅3卫
208㎡,朝南,虹口,白金府邸 4室2厅 南,25000,363,4室2厅3卫
171㎡,朝南,虹口,虹临大厦 3室2厅 南,15000,629,3室2厅2卫
171㎡,朝南,虹口,豪景苑 3室2厅 南/北,26000,790,3室2厅2卫
221㎡,朝南,虹口,庐迅大厦 3室2厅 南/北,17000,667,3室2厅2卫
178㎡,朝南,虹口,白金府邸 3室2厅 南,21000,363,3室2厅2卫
99㎡,朝南,虹口,豪景苑 2室2厅 南,18000,790,2室2厅1卫
169㎡,朝南,虹口,整租·瑞虹新城怡庭 3室2厅 南/北,25000,341,3室2厅2卫
169㎡,朝南,虹口,白金府邸 3室2厅 南,21000,363,3室2厅2卫
93㎡,朝南,虹口,梅福花苑 2室2厅 南,6500,0,2室2厅1卫
144㎡,朝南,虹口,瑞虹新城铭庭 3室2厅 南,20000,365,3室2厅2卫
167㎡,朝南,虹口,白金府邸 3室2厅 南,20500,363,3室2厅2卫
143㎡,朝南,虹口,瑞虹新城铭庭 3室2厅 南,25000,365,3室2厅2卫
86㎡,朝南,虹口,学府花苑 2室1厅 南,6800,0,2室1厅1卫
58㎡,朝南,虹口,广裕小区 2室1厅 南,5800,0,2室1厅1卫
245㎡,朝南,虹口,整租·瑞虹新城悦庭 4室2厅 南/北,35000,550,4室2厅3卫
168㎡,朝南,虹口,瑞虹新城怡庭 3室2厅 南/北,25000,341,3室2厅2卫
151㎡,朝南,虹口,虹叶茗园 3室2厅 南/北,15000,254,3室2厅2卫
109㎡,朝南,虹口,裕群公寓 2室2厅 南,8900,140,2室2厅2卫
141㎡,朝南,虹口,宏苑小区 3室2厅 南,9200,1175,3室2厅1卫
111㎡,朝南,虹口,整租·广联新苑 2室2厅 南,8200,380,2室2厅1卫
155㎡,朝南,虹口,豪景苑 3室2厅 南,20000,790,3室2厅2卫
45㎡,朝南,虹口,四季沙龙公寓 1室1厅 南,3500,898,1室1厅1卫
65㎡,朝南,虹口,银联花园 2室1厅 南,5600,592,2室1厅1卫
56㎡,朝南,虹口,同心路93弄 2室1厅 南,6300,450,2室1厅1卫
33㎡,朝南,虹口,整租·大二小区 1室1厅 南,3800,289,1室1厅1卫
38㎡,朝南,虹口,鸿旭豪苑(酒店式公寓) 1室0厅 南,4800,86,1室0厅1卫
39㎡,朝南,虹口,鸿旭豪苑(酒店式公寓) 1室1厅 南,5500,86,1室1厅1卫
61㎡,朝南,虹口,凯阳新寓 1室1厅 南,3500,1091,1室1厅1卫
58㎡,朝南,虹口,复旦小区 2室1厅 南,4700,896,2室1厅1卫
78㎡,朝南,虹口,银联花园 2室1厅 南/西南,6200,592,2室1厅1卫
78㎡,朝南,虹口,盛安家园 2室2厅 南,4000,0,2室2厅1卫
68㎡,朝南,虹口,四平路幸福村 3室0厅 南/北,8300,136,3室0厅1卫
40㎡,朝南,虹口,北郊小区 1室1厅 南,3800,149,1室1厅1卫
182㎡,朝南,虹口,融创外滩188 3室2厅 南,26000,381,3室2厅2卫
83㎡,朝南,虹口,意和家园 2室2厅 南,6300,1136,2室2厅1卫
30㎡,朝北,虹口,整租·天宝路410弄 1室1厅 北,3300,755,1室1厅1卫
48㎡,朝南,虹口,中信虹港名庭 1室2厅 南,8000,361,1室2厅1卫
100㎡,朝南,虹口,爱家豪庭 2室2厅 南,10500,435,2室2厅1卫
151㎡,朝南,虹口,瑞虹新城悦庭 3室2厅 南/北,26500,550,3室2厅2卫
149㎡,朝南,虹口,虹叶花苑 4室2厅 南,16000,397,4室2厅2卫
36㎡,朝南,虹口,整租·商洛小区 1室0厅 南,4500,177,1室0厅1卫
53㎡,朝南,虹口,同乐村 2室0厅 南,5000,643,2室0厅1卫
178㎡,朝南,虹口,整租·名江七星城 4室2厅 南,17000,355,4室2厅2卫
46㎡,朝南,虹口,广中一村 2室0厅 南,3500,420,2室0厅1卫
60㎡,朝南,虹口,邮电新村 2室1厅 南,6000,186,2室1厅1卫
67㎡,朝南,虹口,玉田新村 2室2厅 南,6000,281,2室2厅1卫
53㎡,朝南,虹口,邮电二村 1室1厅 南,5200,357,1室1厅1卫
182㎡,朝南,虹口,瑞虹新城二期(优贤生活) 3室3厅 南/北,20000,71,3室3厅3卫
40㎡,朝东,虹口,鸿旭豪苑(酒店式公寓) 1室0厅 东,5700,86,1室0厅1卫
151㎡,朝南,虹口,瑞虹新城悦庭 3室2厅 南,27000,550,3室2厅2卫
106㎡,朝北,虹口,整租·意和家园 2室2厅 北,7000,1136,2室2厅1卫
38㎡,朝南,虹口,鸿旭豪苑(酒店式公寓) 1室0厅 南,5000,86,1室0厅1卫
48㎡,朝南,虹口,中信虹港名庭 1室1厅 南,6800,361,1室1厅1卫
113㎡,朝南,虹口,国际公寓 3室2厅 南/北,9800,462,3室2厅2卫
40㎡,朝南,虹口,祥德路450弄 1室1厅 南,5000,466,1室1厅1卫
93㎡,朝南,虹口,瑞虹新城二期(优贤生活) 2室2厅 南,13000,71,2室2厅1卫
127㎡,朝南,虹口,整租·春满园 3室2厅 南,11000,0,3室2厅2卫
75㎡,朝南,虹口,金枫里 2室1厅 南,5500,0,2室1厅1卫
129㎡,朝南,虹口,欧洲花园 3室2厅 南,11500,390,3室2厅2卫
110㎡,朝南,虹口,银欣花苑(虹口) 2室2厅 南,8400,696,2室2厅1卫
64㎡,朝南,虹口,云舫小区 2室1厅 南,6500,328,2室1厅1卫
48㎡,朝南,虹口,中信虹港名庭 1室1厅 南,8000,361,1室1厅1卫
90㎡,朝南,虹口,宝华城市花园 2室2厅 南/北,8300,0,2室2厅1卫
100㎡,朝南,虹口,爱家豪庭 2室2厅 南,11000,435,2室2厅1卫
46㎡,朝南,虹口,中信虹港名庭 2室1厅 南,7800,361,2室1厅1卫
49㎡,朝南,虹口,优抚园 2室1厅 南,5600,489,2室1厅1卫
150㎡,朝南,虹口,吉祥苑 3室2厅 南,12000,692,3室2厅2卫
52㎡,朝南,虹口,鸿旭豪苑(酒店式公寓) 1室1厅 南,6300,86,1室1厅1卫
51㎡,朝南,虹口,瑞虹新城(一期) 1室2厅 南,7800,530,1室2厅1卫
118㎡,朝南,虹口,海伦国际大厦 3室1厅 南/西,15000,220,3室1厅1卫
92㎡,朝南,虹口,阳光前景 2室2厅 南/北,9800,634,2室2厅1卫
50㎡,朝南,虹口,整租·中信虹港名庭 1室1厅 南,7200,361,1室1厅1卫
116㎡,朝南,虹口,中星凉城苑 3室2厅 南,8800,0,3室2厅2卫
52㎡,朝东南,虹口,鸿旭豪苑(酒店式公寓) 1室1厅 东南,5800,86,1室1厅1卫
109㎡,朝南,虹口,整租·柳林公寓 2室1厅 南,8500,1109,2室1厅2卫
209㎡,朝南,虹口,白金府邸 3室2厅 南/北,20000,363,3室2厅3卫
189㎡,朝南,虹口,瑞虹新城二期(优贤生活) 4室2厅 南,18500,71,4室2厅2卫
313㎡,朝南,虹口,溧阳公馆 4室2厅 南/北,56340,495,4室2厅2卫
150㎡,朝北,虹口,海伦国际大厦 3室2厅 北,20000,220,3室2厅2卫
176㎡,朝南,虹口,整租·融创外滩188 3室2厅 南,25000,381,3室2厅2卫
188㎡,朝南,虹口,融创外滩188 3室2厅 南/北,29000,381,3室2厅2卫
98㎡,朝南,虹口,瑞虹新城悦庭 2室2厅 南,18500,550,2室2厅1卫
140㎡,朝南,虹口,溧阳公馆 3室2厅 南,14500,495,3室2厅2卫
153㎡,朝南,虹口,中虹明珠苑 3室2厅 南,15000,496,3室2厅1卫
100㎡,朝南,虹口,海伦国际大厦 1室2厅 南/北,11000,220,1室2厅1卫
119㎡,朝南,虹口,中信和平家园 1室1厅 南,38000,490,1室1厅1卫
134㎡,朝南,虹口,香港丽园 3室2厅 南/北,14000,401,3室2厅2卫
51㎡,朝南,虹口,中信虹港名庭 1室1厅 南,9000,361,1室1厅1卫
153㎡,朝南,虹口,瑞嘉苑 3室2厅 南,14000,332,3室2厅2卫
218㎡,朝南,虹口,多伦多公馆 3室2厅 南,18000,550,3室2厅2卫
83㎡,朝南,虹口,整租·瑞虹新城悦庭 1室2厅 南,17000,550,1室2厅1卫
103㎡,朝南,虹口,建邦16区 2室2厅 南,12000,317,2室2厅1卫
55㎡,朝南,虹口,凯阳新寓 1室1厅 南,5500,1091,1室1厅1卫
114㎡,朝南,虹口,溧阳华府(公寓) 2室2厅 南,16000,584,2室2厅1卫
46㎡,朝南,虹口,中信虹港名庭 1室0厅 南,7200,361,1室0厅1卫
49㎡,朝南,虹口,玉四小区 3室1厅 南,13000,208,3室1厅1卫
48㎡,朝北,虹口,中信虹港名庭 1室2厅 北,7300,361,1室2厅1卫
30㎡,朝南,虹口,商洛小区 1室1厅 南,4500,177,1室1厅1卫
36㎡,朝南,虹口,优抚园 1室1厅 南,4700,489,1室1厅1卫
66㎡,朝西南,虹口,海湾大厦 1室1厅 西南,12000,958,1室1厅1卫
70㎡,朝南,虹口,文苑小区(虹口) 2室1厅 南,5500,0,2室1厅1卫
400㎡,朝南,虹口,华能公寓 8室2厅 南,33000,308,8室2厅1卫
44㎡,朝东,虹口,四季沙龙公寓 1室1厅 东,4300,898,1室1厅1卫
39㎡,朝南,虹口,鸿旭豪苑(酒店式公寓) 1室0厅 南,5500,86,1室0厅1卫
89㎡,朝南,虹口,绿洲紫荆花园 2室2厅 南/北,9300,751,2室2厅1卫
151㎡,朝南,虹口,虹祺花苑(公寓) 3室2厅 南,12000,464,3室2厅2卫
106㎡,朝南,虹口,飘鹰花苑 2室2厅 南,8500,432,2室2厅1卫
174㎡,朝南,虹口,瑞虹新城璟庭 3室2厅 南,23000,492,3室2厅2卫
77㎡,朝南,虹口,红馥里 2室1厅 南,3800,0,2室1厅1卫
120㎡,朝南,虹口,名江七星城 2室2厅 南,12000,355,2室2厅2卫
57㎡,朝南,虹口,欧四小区 2室1厅 南,6500,596,2室1厅1卫
67㎡,朝南,虹口,广裕小区 2室1厅 南,4500,0,2室1厅1卫
56㎡,朝南,虹口,广中路312号 2室1厅 南/北,4800,1160,2室1厅1卫
37㎡,朝南,虹口,广中路320号 1室1厅 南,3200,982,1室1厅1卫
50㎡,朝南,虹口,欧四小区 1室1厅 南,5200,596,1室1厅1卫
74㎡,朝南,虹口,原林小区 2室1厅 南,5500,1122,2室1厅1卫
48㎡,朝南,虹口,锦苑小区(虹口) 1室1厅 南,3500,0,1室1厅1卫
144㎡,朝南,虹口,瑞虹新城铭庭 3室2厅 南,18500,365,3室2厅2卫
51㎡,朝南,虹口,整租·东四小区 1室1厅 南,5500,637,1室1厅1卫
96㎡,朝南,虹口,阳光前景 2室2厅 南,9300,634,2室2厅1卫
88㎡,朝南,虹口,中信和平家园 2室2厅 南,11000,490,2室2厅1卫
48㎡,朝南,虹口,东渡名人大厦 1室1厅 南,5000,236,1室1厅1卫
42㎡,朝西,虹口,久耕小区 1室1厅 西,5000,683,1室1厅1卫
130㎡,朝南,虹口,庐迅大厦 3室2厅 南,11000,667,3室2厅2卫
67㎡,朝南,虹口,龙泰公寓 2室1厅 南,6700,0,2室1厅1卫
174㎡,朝南,虹口,融创外滩188 3室2厅 南,24000,381,3室2厅2卫
140㎡,朝南,虹口,耀江国际广场(公寓) 3室2厅 南,16000,795,3室2厅2卫
173㎡,朝南,虹口,整租·融创外滩188 3室2厅 南,25000,381,3室2厅2卫
183㎡,朝南,虹口,整租·融创外滩188 3室2厅 南/北,29000,381,3室2厅2卫
174㎡,朝南,虹口,整租·融创外滩188 3室2厅 南/北,25000,381,3室2厅2卫
184㎡,朝南,虹口,整租·融创外滩188 3室2厅 南/北,28000,381,3室2厅2卫
92㎡,朝南,虹口,整租·大上海紫金城 2室2厅 南,9700,1157,2室2厅1卫
124㎡,朝南,杨浦,书香银苑 3室2厅 南,9800,0,3室2厅2卫
79㎡,朝南,杨浦,靖宇东路85弄 2室2厅 南,6800,491,2室2厅1卫
169㎡,朝南,杨浦,仁恒怡庭 3室2厅 南,26000,665,3室2厅3卫
37㎡,朝北,杨浦,华美达酒店式公寓 1室1厅 北,4500,979,1室1厅1卫
44㎡,朝南,杨浦,开鲁四村 1室1厅 南,3700,361,1室1厅1卫
158㎡,朝东,杨浦,莱克大厦 1室0厅 东,19200,223,1室0厅0卫
104㎡,朝东,杨浦,莱克大厦 1室0厅 东,19200,223,1室0厅0卫
151㎡,朝东,杨浦,莱克大厦 1室0厅 东,19200,223,1室0厅0卫
107㎡,朝南,杨浦,星云苑 2室2厅 南/北,8000,943,2室2厅1卫
136㎡,朝南,杨浦,浦江风景苑 3室2厅 南,10000,1097,3室2厅2卫
